rental_id,customer_id,product_id,rental_duration_days,actual_return_days,payment_type,customer_past_late_returns,is_late
74b04da5-d78b-4c7e-86d4-0a451d596036,30ccdd3e-b6c5-4d59-a6c4-74f2ff706c76,09ffd2af-af30-478a-99cb-78f4a7d0f20a,29,28,online_wallet,1,0
b18c4927-db01-4a67-a9f9-fe411d9df0c8,1ec3933f-d4c5-4bf5-b11e-c37c0e67fa41,82147025-0117-4df7-81c7-539a6b5a277d,5,5,cash,0,0
09170969-6edb-4bfd-a281-4602174d7817,69583ab7-72cf-4b67-889f-a75d4f2ab924,1eca12a0-c6b0-418f-9c0d-72068ba1ab16,24,23,online_wallet,1,0
e342d6d8-821a-4a25-a85c-b2b7fa427da5,fc085375-e233-4707-b7c2-a78125d74ca2,8039def0-5be1-446f-8bbf-1c3874ada573,5,3,online_wallet,2,0
ed2c4c59-afe1-43d4-9876-fa98c4ebc3d1,d92fb3ea-5cf5-43c4-ac6d-bf6a4dda06c8,fc608521-3645-44d4-a204-1dcf09446df7,21,23,credit_card,4,1
eff73d45-e716-4386-ae36-ec153e664bfb,e86b570a-99a6-4e25-b94c-4afb89b88564,44a69aa6-2117-4171-9431-a584c1b1df74,13,22,online_wallet,10,1
61e9a5c4-510f-4d94-a434-c95f3a8fcee7,7ac70fc4-64a2-4dbf-8068-9da18d6a18cd,f6870b29-04b5-4a8e-a05f-a002fbcccf34,22,21,online_wallet,0,0
24860e96-9199-460c-99f3-199a4db828c6,65c2c270-66dd-4536-a0ff-d55f94ff0386,dbcd84b3-5032-4feb-a328-714c9ecbbde1,4,4,cash,1,0
0714d0a9-5932-4334-9bd9-b5759a0298d0,69583ab7-72cf-4b67-889f-a75d4f2ab924,327bdd38-ca6f-4458-97ab-d4507f706aec,17,28,credit_card,2,1
f4abab41-977f-4deb-b8b4-fe03082c4a4e,76891224-0ab5-4748-a296-af14e96e2ba2,6cbdcb93-f5ec-4e7c-bcfe-9e183ca73b94,27,33,online_wallet,2,1
2eb17711-2eb9-44e4-a4dc-495264a79195,8b0d2647-a71c-4bee-90e9-b2faa8c6c58a,5e40a95d-5b4e-4853-978c-da136961cf69,18,17,online_wallet,6,0
24da24fd-4a8c-46b6-80c8-8c99a2993d4a,c3d0f40f-70bf-4871-b435-a13ca154fa64,b8ad68d5-2041-4775-929e-4ed5a9104edd,4,3,cash,5,0
69214038-081e-40c0-a482-e98fa2b7501e,6a32437d-0d28-4f1a-9157-792272857d7d,41c58364-1595-465d-b6fa-a9fcd39fb06a,2,1,credit_card,5,0
2a072726-b107-4cc7-8d7a-3ee22296ee7a,dd840f2d-3f79-4652-8f5d-c4eefd6b57c9,00d99017-3aea-41df-b4bd-3374e8e06ddd,27,30,credit_card,7,1
57226f6d-b313-45d6-99ab-7be95b7a6d29,84d1a8e3-3f51-4a68-8d29-84d452a6c0da,ccd9bd18-1781-486f-b90e-ab1492449c96,22,31,cash,6,1
b65596e8-8f7f-44ff-96c7-7a416e6d19da,bac820c4-f622-4030-8955-2ebb557f90b0,220f7b28-4a4e-42f8-8426-cb4b63db6dde,14,14,credit_card,6,0
b7b8a436-2587-4616-940c-99fab2d796c6,81514ddf-4350-46e7-836e-9a3e2590957f,1d0eb351-bd8b-4319-9a3c-77c5976d10cf,23,22,cash,1,0
da56de65-bed7-4f93-8e16-fa16799d43fb,ee472124-7222-4662-b51e-fc9923568d67,64d13e99-4744-4e42-af83-96c819d9257b,29,31,online_wallet,2,1
a99ecb01-45a4-497a-9c84-4039a0ddaf7c,65c2c270-66dd-4536-a0ff-d55f94ff0386,b1cc5e59-52a8-4b73-876e-6471cf6cbf8c,1,1,online_wallet,2,0
4b7b4bae-bd7f-4ae7-8b84-b0faf635a5b8,b7829cce-5ac2-4e06-8cba-bab1aa8ac9e6,6ea9cc32-028a-406a-a8c0-31f609e7964c,23,24,online_wallet,0,1
ccf919d6-1ce6-47fe-8a77-36dbf8faba57,86ee88d0-54d5-4ad3-ac66-0401d6bdd400,ac4e64ed-b048-4098-a071-aea228cdafe6,3,1,online_wallet,0,0
b5ba63df-26a2-4277-878a-c89e8ae6a04e,2bf58a96-fed9-4b05-9da6-33e8a918c8f3,59b8bfa4-07f8-4d37-9ed6-d655441b6831,5,4,online_wallet,6,0
970b9cbc-387d-4cc7-9454-7b3c634e6642,fb748dcc-c2f3-4e84-93de-0e0a72d60040,78bba9df-f16c-4b64-8fd0-4872e6a49191,26,28,cash,4,1
436a9b19-7adc-4bfa-951b-ecafa73069fe,2df91ad3-6af4-452e-9cfe-db7ece828d30,33fe83b1-d842-446f-aa95-0c8aadeaf5a8,12,10,cash,1,0
3759bfea-925c-4528-989b-3c05c37c494e,b29629ab-6f1f-4083-9e37-b779d52198fc,439b15ed-9cc4-4a15-9dcb-6caaf0d213b3,2,1,cash,4,0
13e73f27-d8de-4db4-88ab-83d5bc9b6e0b,fb748dcc-c2f3-4e84-93de-0e0a72d60040,547003cd-d453-4d12-be2c-e41ae73f535c,7,10,credit_card,2,1
3ec3976e-e82d-4e33-b84a-fa0487120e5a,6fa9f32b-0ef1-4e6e-97cd-528033fa4912,b1dd3f10-6fbf-4821-81a6-e4b6c98f7a59,15,28,credit_card,5,1
be4cc8b0-4045-4472-a7ff-04cc8992708e,f6ac1652-665a-4f1e-9f78-a59fda90bcc5,09a1ce1c-6fe8-48e2-b5f2-98068242c278,4,2,credit_card,3,0
4247c9c9-d104-4383-bc39-69f9e05db1ee,bb980fa8-3994-4235-8c0f-9e8b9abd71f1,b9c2b6fa-52eb-4382-8f39-d8b8e3092600,30,28,credit_card,0,0
75b2e7d2-8011-478f-a81e-114f550027b8,26b49fa7-512e-432e-8783-f7cca67dc0ee,fb021a99-4bde-4482-9499-2ebedddaca94,29,36,credit_card,0,1
84b59870-08a6-43cb-93d4-2a9672717447,69583ab7-72cf-4b67-889f-a75d4f2ab924,6895fd1d-b19d-4bee-8dc3-9613af85490e,30,30,cash,1,0
a13a88fa-d135-45c4-93be-691abe752fbb,df883c8f-a740-4758-9f62-be1ced918a8c,e8582cd9-36a0-4214-9c61-ef17d48da0c1,22,26,online_wallet,2,1
a93c66f4-40f2-4552-b389-e8f565b16e4e,ee01d5b8-ad15-48e0-946c-dc1a246a2b15,daf5d21a-a817-4672-8702-2cee49c0aab3,19,17,online_wallet,2,0
42e04d76-e648-4e6e-8e92-62b6ff6cf14d,96c6b008-3974-4e6a-84bf-c959f19f89aa,501ccb7b-af7f-4afe-a3ec-fce6ab841ffc,19,17,cash,2,0
e28549f9-37b0-44ea-98ba-50680ec19380,ee01d5b8-ad15-48e0-946c-dc1a246a2b15,9670f71c-6c19-4c28-8c03-dfab3e2c2a84,17,19,credit_card,5,1
04178277-e30f-4551-b65b-f730eef64c1f,6a32437d-0d28-4f1a-9157-792272857d7d,65fa7320-ceea-43ba-a022-7c6c5abc2f21,13,13,credit_card,6,0
d5f1b028-08d2-4d71-882e-ba296e8f7b65,5dce1df1-87c2-4a0b-a076-6047970a95fc,42b8107e-acd0-4939-aacd-454025cde4f3,2,2,online_wallet,0,0
46e217c0-f482-42bb-8666-f5f6c99dacee,8b17c221-617e-4c31-929a-a0215bd83f4e,a3ce7316-520c-46e6-a456-67e944b45d86,11,9,cash,0,0
8f5f52fb-2ea0-41be-b94f-2da6d8e2c92f,69583ab7-72cf-4b67-889f-a75d4f2ab924,3f261b49-2c46-4f63-8ad4-c1c788c36914,13,19,credit_card,3,1
6df3f6d4-99c4-4bd8-ab62-ae9810bf1ef5,b7829cce-5ac2-4e06-8cba-bab1aa8ac9e6,6bf8050f-b521-4ede-90a7-4748616bde32,1,1,cash,3,0
60d2a3f9-4baf-4872-906d-601e806475f8,b7829cce-5ac2-4e06-8cba-bab1aa8ac9e6,aa222c3e-ccc9-4777-a2f0-d4ca3fbeb3fe,18,24,credit_card,2,1
acd0d8e7-1612-4207-8278-fc2dce0a6730,c96c2319-8a55-423c-8ccc-926950beb398,4133ef69-107d-457b-b4a9-5df423d5f64d,29,43,credit_card,1,1
5690e1b4-69d2-4c64-8d19-e708425204bf,2bf58a96-fed9-4b05-9da6-33e8a918c8f3,a2915fb2-bf0c-4bf8-afab-5bbd35aa3af4,23,23,cash,3,0
314b0b90-454a-48da-93c6-db4b0dfd7b1f,39e3efc8-60cd-4daa-a7a2-5de8d2d3dce8,bbe1b14c-399b-4944-9d17-6e6b7b761e0f,1,12,online_wallet,4,1
97e6433b-d92a-4e37-8f3f-4273511e4a90,942075ec-0a41-47da-a1d1-7e33543259c1,60cdecd1-9b3c-46a5-b11a-42ccf8e55e7e,29,29,credit_card,1,0
b45e1bc2-86e7-4409-8341-f72e6d63d467,f6ac1652-665a-4f1e-9f78-a59fda90bcc5,812c263f-0ab4-4ed5-8726-2fb05411a732,5,11,cash,1,1
d2bcf932-9722-41f9-b3e7-1f30cb23b01a,9f840c8b-18bb-4fb5-8b92-8ac69c8adb06,f7482f2e-7c28-46c1-8fd5-6860cd3f1ff5,22,21,online_wallet,5,0
7812b610-620a-4c76-a34e-8d118693acc0,96c6b008-3974-4e6a-84bf-c959f19f89aa,36b1fe99-78a6-4bfb-a027-5391b02af109,3,1,online_wallet,1,0
231ec53c-842a-4771-b996-db7a1d75eee3,86ee88d0-54d5-4ad3-ac66-0401d6bdd400,d921a111-cdfd-4b85-a05f-7fe2385d7271,25,37,credit_card,3,1
855b15d1-1d4c-4b84-85e8-1b013ed56a70,ee472124-7222-4662-b51e-fc9923568d67,3c8875a9-0b65-40b1-b9b0-c35667b5f822,18,20,online_wallet,1,1
75465f20-e85d-4f89-921f-3beddb77de4c,d92fb3ea-5cf5-43c4-ac6d-bf6a4dda06c8,4c06997b-77a4-4017-a25c-60408e508bad,18,16,credit_card,5,0
ac37062f-1256-4258-829f-559110304835,2df91ad3-6af4-452e-9cfe-db7ece828d30,df8e0539-bf71-413e-a88d-328ce1e4cd42,5,3,credit_card,1,0
54078e6e-8374-4770-81c6-f93ff7d38662,e1bd0858-b6d1-49cf-95c5-0ccce3f10669,94b1dfef-1c14-421b-a0ed-5f60295e6689,7,20,online_wallet,0,1
6d089ee1-bb71-4014-9486-a20a4b78d476,df883c8f-a740-4758-9f62-be1ced918a8c,2ebebec6-b12a-4700-95c0-2ec185a4c13e,29,27,cash,7,0
b288af35-f172-4a84-ba8b-c1a6fb6ca525,8b0d2647-a71c-4bee-90e9-b2faa8c6c58a,98927b2e-6c0b-4ee8-98c0-6b953b6c9938,26,38,credit_card,5,1
9ed1d0b1-2522-46cf-b48d-ef69cf892182,86ee88d0-54d5-4ad3-ac66-0401d6bdd400,5ad949a0-dc12-47ed-aeaf-ddc0396b0fd1,26,24,cash,4,0
958e24de-f80e-4028-a31d-5f2a05c8c102,abdd507a-dbac-48e2-a3de-beb04f8c3458,1c83cc94-7bc3-4986-86bc-729ddfc057bf,6,5,online_wallet,0,0
d623c760-9b19-4c1f-9748-493899597c92,fc085375-e233-4707-b7c2-a78125d74ca2,3a7eeeb8-7220-4f8a-a082-999a17ed39ef,7,5,cash,1,0
d67fa4be-bf88-4cbd-9e2a-034b8141acf5,fc085375-e233-4707-b7c2-a78125d74ca2,2ebfca01-bf30-4cb1-8334-c4e4ceede369,1,1,online_wallet,0,0
cb75deac-880f-4c90-b3f5-0f99c7c34c3c,6fa9f32b-0ef1-4e6e-97cd-528033fa4912,42d1a837-027a-4e1a-9839-b6103b1b24da,12,12,online_wallet,2,0
1de604c9-52f7-48c8-ab18-b0e94dd93461,86ee88d0-54d5-4ad3-ac66-0401d6bdd400,e6873e7d-8270-424f-932d-fcbec2297e7d,1,11,credit_card,5,1
35d9b200-3020-4b49-9812-b781103865be,69583ab7-72cf-4b67-889f-a75d4f2ab924,2df00939-5121-4fce-b151-9b4810c9b348,2,1,credit_card,2,0
d87b8339-0ae7-4205-bb2d-723bbfbd17d8,2df91ad3-6af4-452e-9cfe-db7ece828d30,9b0b73f6-6e54-46a1-9726-53e4cfe60301,20,18,online_wallet,0,0
09c8e8bc-9639-4006-852c-d9f6f9c9c797,c25b7a17-6ee1-4ce0-b68d-b0165a72e3c7,1e2aefa6-c22e-4bd2-9a46-28854905e586,2,2,online_wallet,1,0
e8f435fc-dfbb-48b9-99b9-56606619d6b5,81514ddf-4350-46e7-836e-9a3e2590957f,45d9845c-529b-48de-9392-1c3b1a71958f,12,11,cash,0,0
95cccd11-885b-4cac-a7e9-e690eb1986cd,d4745792-bed2-474a-9492-b714c75f8689,a518f550-ad2c-4541-bfa6-7752f6716d58,11,10,online_wallet,5,0
0cc074e2-03a3-413c-b3d4-2b8f272106b2,b79297f3-9977-49e3-bb30-211cce101bdb,bef5b05d-e7ab-45d1-935d-28fdc9ecb730,10,9,online_wallet,1,0
100990df-9483-49eb-9db5-9a6ead7b7ee6,f6ac1652-665a-4f1e-9f78-a59fda90bcc5,5233861e-d9e9-4597-a556-aa143747fb36,5,5,credit_card,1,0
4d7df6a2-cc95-4de4-9007-7e33be7d7974,fbd28384-bbf9-43f5-a330-c001b84ca679,61b4303d-6fcd-4a6e-bfa4-2f6983af2e32,20,18,online_wallet,1,0
2ae2d81b-287b-4a02-91bd-81d417cdab4b,76891224-0ab5-4748-a296-af14e96e2ba2,9ff1a5a9-2fa2-497e-bc20-beead25197c9,10,10,credit_card,1,0
90997e35-5b23-4e20-bcde-d86212eb2d0a,77432137-27a5-4db5-bc65-1a11ed553be4,292719f2-6c7e-40e6-95dc-8904c50da8f4,15,23,cash,1,1
de8d8517-e3e4-4b10-9365-32db40bc16ee,25f8cc02-8801-42d6-9760-147070c2da57,0df4aca2-ae38-4867-a0d9-3cdee7aa7e62,22,22,credit_card,1,0
75544846-4535-4e55-8eb5-e0b6277dcdb2,86ee88d0-54d5-4ad3-ac66-0401d6bdd400,180fbd8e-9e16-40c9-b04a-64faf8113d8b,3,7,credit_card,3,1
7b41fe08-60ef-4e9e-96d5-ea8b2594fbed,3d71c646-378b-4446-8bbb-7a076bfbd8d3,12f99315-05a9-480b-9976-193d2f18cb37,1,1,credit_card,0,0
24ab9df5-e257-4e1b-925e-75ba090dcf46,1ec3933f-d4c5-4bf5-b11e-c37c0e67fa41,a653560e-55ac-4288-ae05-0f0a0ce0ed00,14,13,online_wallet,2,0
c9f27baa-d579-4010-93e8-0d61c7790232,13352a83-35f0-40a5-a848-ddd4073885a3,9385505b-69c3-4436-8876-0125e63ba3c3,13,11,credit_card,0,0
bd452e5a-55fc-44ed-a7a9-760bd30a95e9,ec6adb70-bbb3-48ee-b409-321e606ffb5d,e2cded06-c9d8-4d8f-9434-8ca16698b5e9,8,7,credit_card,4,0
171ac317-5efe-4940-9acd-1e34518c5419,96c6b008-3974-4e6a-84bf-c959f19f89aa,ee27ecf2-1c93-4b51-a01d-ea34250d2e0b,18,21,credit_card,6,1
08cef0bd-f38f-48e2-b2bf-69785bf8e7d3,84cb93ab-b588-49c1-b737-f1752aac32e6,15328295-8f68-471e-bf9a-6f0f390c7412,22,35,online_wallet,8,1
bfe235ea-e903-416f-a811-e129145a1061,ee472124-7222-4662-b51e-fc9923568d67,faa145d3-c978-49b5-92d7-2d04ae2f8532,20,35,online_wallet,5,1
133d7d22-45a9-4022-838c-ba36e8382cc8,f6ac1652-665a-4f1e-9f78-a59fda90bcc5,687e1ff1-75e3-48ed-bd7c-22157e126499,15,14,credit_card,4,0
9c412827-8839-4010-bcbd-7f2590bf3804,fb748dcc-c2f3-4e84-93de-0e0a72d60040,0efab3cd-0b14-49ec-8530-94dfd3846956,27,26,online_wallet,1,0
ffcbd491-a3f7-4679-ae4c-c9017f2b5341,6a32437d-0d28-4f1a-9157-792272857d7d,bdba5860-1aad-4a67-a3cb-6bc2d407e0bf,9,8,cash,0,0
178f9daf-ba41-4277-9e66-986da6b80305,86ee88d0-54d5-4ad3-ac66-0401d6bdd400,3dd3766b-3cef-4ae5-bb9d-28447dff223b,11,18,online_wallet,0,1
dad543aa-4d1c-4a2d-98de-aaa5b4f91015,d92fb3ea-5cf5-43c4-ac6d-bf6a4dda06c8,f26f77e3-a282-4796-a67b-3e3264cc2d85,23,23,credit_card,0,0
928e8be8-21c3-464c-8b6a-e807adafd71a,84cb93ab-b588-49c1-b737-f1752aac32e6,805ad9f3-8f0e-463d-a924-1f75af92347e,14,14,credit_card,0,0
8b52f734-42e6-4d3a-95a3-b3692714cf75,c3d0f40f-70bf-4871-b435-a13ca154fa64,8971660b-036e-4064-8159-cd0ffe4a4782,28,34,online_wallet,1,1
00e3be2d-2c59-45d8-824b-2d13fb8d7608,76891224-0ab5-4748-a296-af14e96e2ba2,9d3f2158-a943-43a8-ac59-92dc81c8321a,25,24,cash,5,0
3f8a7f31-a632-40a8-9c52-1d2ea89df981,01847caa-98a6-407a-ae12-36a2b2ee7c53,69367d7a-fa39-4b52-b466-aa1e8efbe1f6,24,22,online_wallet,2,0
4eea8c1d-48bd-4af9-b7cf-17086aad8b9a,dd840f2d-3f79-4652-8f5d-c4eefd6b57c9,311ed554-c22d-41b9-bfe7-d04188f147f8,8,14,cash,1,1
73215968-96d4-461e-91bb-41a6eb19d6da,26b49fa7-512e-432e-8783-f7cca67dc0ee,b20831c4-275f-401b-95c3-baf557c635dd,24,24,credit_card,5,0
86060a81-9566-4af5-99b1-dd65d7fc5791,01847caa-98a6-407a-ae12-36a2b2ee7c53,e2c12ff9-0093-4f46-bbd1-91e18734dc1e,1,1,cash,2,0
b21ee7f0-e205-44b9-a980-9666a7302dbf,ec6adb70-bbb3-48ee-b409-321e606ffb5d,b20bd9f8-8c84-48ce-acd3-7ffde4c6c13d,5,4,cash,0,0
e12deb45-2fc2-42d5-a918-dd2043abb14f,88768e14-3be1-4fbd-9bf5-05cde8d9638a,11ff1b0d-e083-474f-8afc-f403a8b65508,15,14,cash,1,0
b067b075-d532-43fd-b713-55b69837b992,5e3aa583-d28c-4c43-8380-13882d51a5e0,b67ab9b4-0bcb-42f9-bc88-23ec2a892518,9,7,credit_card,2,0
e73eb737-5ab3-4057-a0a1-b9d9da7d9f05,761faf3f-12a9-45e5-91d5-fcfffa090ad2,212ea6a8-8b9c-4d46-93fa-271c8598fa59,8,6,online_wallet,0,0
b2aa05dd-ca3f-45c5-9617-6cb2055756da,32365c54-7452-4052-a44f-6cc02706f90a,71cd93ca-1d75-4c93-ace2-8eba9046d563,8,6,credit_card,5,0
1da6ff8d-6672-40e1-bc21-12d445e02a8d,84d1a8e3-3f51-4a68-8d29-84d452a6c0da,d6fe60dd-c4cf-483c-be54-dd017d00b9ac,16,15,online_wallet,0,0
34f0a8c0-4eef-46a1-9e5c-2e615485ae4f,c25b7a17-6ee1-4ce0-b68d-b0165a72e3c7,aa9c84ec-bd88-409e-b903-c7c62a4322ce,25,25,cash,0,0
e870826e-1f1f-4c9c-b868-316d34f22c07,002bcb61-90a6-4fc7-98e4-85ce47ba5a65,1b0bd2f7-683f-4f9e-ac57-06af49ff6905,25,26,credit_card,7,1
4f479941-6ed3-4e1d-847a-0f7ed181f40a,b576da9f-0e95-4fb0-9536-17e2ade349e6,7d1337dc-dba9-4c94-98c1-05491d54303b,19,31,online_wallet,6,1
7d980423-8b53-40cb-bbc4-6dce682ea13d,81514ddf-4350-46e7-836e-9a3e2590957f,54edc940-0b8a-421b-93e3-551e7da29480,3,1,online_wallet,3,0
c74d1eb7-028c-4685-8471-07318afcbaf1,76891224-0ab5-4748-a296-af14e96e2ba2,1401cae4-c898-4e65-ba6f-fc8242b673e8,28,38,online_wallet,3,1
4f10f1f4-f338-4599-bbf1-09d7d9247433,f890987c-820b-4903-a427-78e56f04fbbb,d1dc7c8e-228b-41c6-94ea-8bf87179f0dc,12,12,online_wallet,1,0
99087db1-3907-4d7a-8c42-c013ca18eee2,65c2c270-66dd-4536-a0ff-d55f94ff0386,e71179fa-f3e2-46ca-a18e-22a8c10eaa04,1,7,cash,5,1
d7815645-7eee-4902-9e40-74fc874208eb,1ec3933f-d4c5-4bf5-b11e-c37c0e67fa41,7ab610ea-01f0-43f9-beba-704ee823cfbc,23,23,credit_card,1,0
6f834a0f-dedf-4611-88ae-91740bd22816,abdd507a-dbac-48e2-a3de-beb04f8c3458,89d81663-54c0-4580-854f-881898f722a6,20,20,online_wallet,4,0
b2c9338c-5857-4919-83a3-9ac6208098bb,4d56098c-6a88-48ae-8501-bacd34fbeec3,a48e5332-93f5-4502-8ee6-066f53538ebc,9,7,cash,5,0
23f8ca83-9c45-40e8-8619-9d98442d05d5,6fa9f32b-0ef1-4e6e-97cd-528033fa4912,4337d712-c74c-41c9-a3e3-79698ee132a6,29,29,cash,0,0
024da106-c44c-4a97-8985-81adfb15a357,67ef3211-049f-45e7-89f5-947eadb9b415,85a2c15d-fe46-4007-9260-05c6487bacf1,11,10,credit_card,2,0
187c6105-7fdd-484f-8115-78624a9996e4,88768e14-3be1-4fbd-9bf5-05cde8d9638a,f0801a3a-2308-47fd-9215-3ea543c602c1,12,12,cash,1,0
d7d04d6f-51c5-4ce8-ac51-1b468b52d1d2,6fa9f32b-0ef1-4e6e-97cd-528033fa4912,9995287e-212d-4fc7-86ad-8da469034e36,18,22,credit_card,2,1
8f456f71-9644-4b89-b189-38e0e8525997,d7abb9ef-18e9-4541-9681-6af9d8b0f85a,959d6406-7167-44aa-aa8f-77002db337c6,16,16,online_wallet,4,0
fc032829-9ac3-41e6-9704-c2235cb7543c,dd840f2d-3f79-4652-8f5d-c4eefd6b57c9,7ddf8558-4f03-4e60-9946-4a387d14579d,15,15,credit_card,0,0
2f3eef5f-d03c-481d-a6f0-7cce4144c39a,fb748dcc-c2f3-4e84-93de-0e0a72d60040,ed8152b8-dd2b-4135-b269-ca430c6be94b,10,10,online_wallet,2,0
3de64fd0-2363-4226-ab06-fed04b4c1780,761faf3f-12a9-45e5-91d5-fcfffa090ad2,32700d8e-4fb9-4c3a-8f56-c51444ec4777,14,13,online_wallet,2,0
b2d77b35-68bd-48ab-9d6b-58ef0ba86231,abdd507a-dbac-48e2-a3de-beb04f8c3458,20365642-a497-4073-a9d1-61713878e435,10,9,cash,0,0
0c0ed93d-b01b-4a7c-b4e5-4015cb189a29,86b3d20b-3192-49d2-b0c4-8cb6932fc750,1b767474-2921-49de-97e6-f5e92eef1bee,24,22,online_wallet,7,0
5dc2a144-4b1e-4acc-b4bc-0c1540b43528,88768e14-3be1-4fbd-9bf5-05cde8d9638a,31d65e96-6d4b-409d-b3d4-8dc851b3c1ba,24,24,cash,1,0
66b32ac2-a274-4f93-bc07-37c2e6bd432e,5dce1df1-87c2-4a0b-a076-6047970a95fc,2287b2ae-14b3-49cd-91e5-50f263097ad5,10,16,credit_card,5,1
0b2edb27-d4a2-4021-a8ed-3090ca7f20d4,fbd28384-bbf9-43f5-a330-c001b84ca679,4a5a7500-359f-45f3-a5b9-7a76e9b6c802,10,11,credit_card,3,1
69a1d2ee-9a77-47a1-9f13-477b75a1d765,96c6b008-3974-4e6a-84bf-c959f19f89aa,3dea8699-3e1a-4bac-8e80-30cddb17fc75,18,32,cash,3,1
64980434-54b1-417d-b207-743447bb6693,dd840f2d-3f79-4652-8f5d-c4eefd6b57c9,17852fc6-4206-4cd6-85e8-d36d0967f5e2,4,3,credit_card,2,0
f1ca1628-4010-40d8-89e8-18885bcf41b3,65c2c270-66dd-4536-a0ff-d55f94ff0386,3cc260f6-663e-4f45-8a56-a1e5be47479f,6,4,credit_card,1,0
939243e4-fdaa-47e6-a514-e5dcc0137505,c96c2319-8a55-423c-8ccc-926950beb398,3b371ea8-64b3-48f6-ad3c-de85efa34089,13,11,cash,0,0
89c96aaf-f1cf-4fe3-997b-790517c1dec6,d92fb3ea-5cf5-43c4-ac6d-bf6a4dda06c8,fbf2ceaf-b082-4ac7-b4ae-9b934097e4b9,5,9,online_wallet,6,1
49265d88-7292-4c7e-a7ba-51e15a5e5447,86b3d20b-3192-49d2-b0c4-8cb6932fc750,61e3de2a-f61c-406f-9862-a7345b76c9fd,18,16,cash,3,0
f8feb1a1-78ad-426d-88df-74259ba6fbd4,8b17c221-617e-4c31-929a-a0215bd83f4e,66437fd5-82bc-4147-8ad7-7a385f08e08f,13,23,cash,6,1
4c06669c-cc7a-43c4-937b-e27c5c9a1cb8,ec6adb70-bbb3-48ee-b409-321e606ffb5d,8e059dc5-5213-460e-8dcd-42ef13b5f36c,10,10,online_wallet,3,0
944e7c10-ed1c-466c-b8d2-170be19c1862,b29629ab-6f1f-4083-9e37-b779d52198fc,e49440f6-c6d0-454e-952d-ec41d452918c,25,27,credit_card,3,1
a86bcfe9-1bb8-449d-854f-5c318bb7d995,8b0d2647-a71c-4bee-90e9-b2faa8c6c58a,56e722ac-b8b1-46ad-b1f9-596976a18478,8,15,credit_card,2,1
