
product_id,product_name,month,rentals_count,base_price
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2024-09,35,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2024-10,38,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2024-11,40,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2024-12,32,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-01,30,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-02,33,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-03,36,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-04,38,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-05,35,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-06,32,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-07,30,₹4200
c3d4e5f6-g7h8-9012-cdef-345678901234,MacBook Pro 16-inch,2025-08,28,₹4200
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2024-09,12,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2024-10,8,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2024-11,5,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2024-12,3,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-01,2,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-02,4,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-03,15,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-04,28,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-05,45,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-06,50,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-07,48,₹1800
d4e5f6g7-h8i9-0123-defg-456789012345,Air Conditioner 2 Ton,2025-08,42,₹1800
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2024-09,20,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2024-10,35,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2024-11,42,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2024-12,45,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-01,38,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-02,40,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-03,25,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-04,18,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-05,15,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-06,12,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-07,10,₹5000
e5f6g7h8-i9j0-1234-efgh-567890123456,Event Tent 20x30,2025-08,8,₹5000
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2024-09,25,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2024-10,28,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2024-11,22,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2024-12,18,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-01,15,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-02,20,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-03,30,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-04,35,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-05,38,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-06,40,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-07,35,₹8500
f6g7h8i9-j0k1-2345-fghi-678901234567,Tesla Model Y,2025-08,32,₹8500
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2024-09,30,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2024-10,45,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2024-11,50,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2024-12,48,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-01,40,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-02,42,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-03,25,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-04,20,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-05,18,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-06,15,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-07,12,₹1200
g7h8i9j0-k1l2-3456-ghij-789012345678,JBL PA Speaker,2025-08,10,₹1200
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2024-09,35,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2024-10,38,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2024-11,40,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2024-12,32,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-01,28,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-02,30,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-03,42,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-04,45,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-05,48,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-06,44,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-07,40,₹800
h8i9j0k1-l2m3-4567-hijk-890123456789,DeWalt Drill Set,2025-08,35,₹800
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2024-09,22,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2024-10,28,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2024-11,35,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2024-12,30,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-01,25,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-02,28,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-03,32,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-04,38,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-05,42,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-06,45,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-07,40,₹2500
i9j0k1l2-m3n4-5678-ijkl-901234567890,Epson 4K Projector,2025-08,35,₹2500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2024-09,15,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2024-10,18,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2024-11,22,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2024-12,25,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-01,20,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-02,18,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-03,30,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-04,35,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-05,40,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-06,38,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-07,32,₹1500
j0k1l2m3-n4o5-6789-jklm-012345678901,Cargo Trailer 6x12,2025-08,28,₹1500
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2024-09,25,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2024-10,28,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2024-11,32,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2024-12,30,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-01,26,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-02,28,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-03,35,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-04,38,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-05,40,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-06,35,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-07,32,₹2200
k1l2m3n4-o5p6-7890-klmn-123456789012,iPad Pro 12.9-inch,2025-08,30,₹2200
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2024-09,20,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2024-10,35,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2024-11,42,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2024-12,45,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-01,38,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-02,40,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-03,25,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-04,20,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-05,18,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-06,15,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-07,12,₹1800
l2m3n4o5-p6q7-8901-lmno-234567890123,Sony FE 24-70mm Lens,2025-08,10,₹1800
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2024-09,18,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2024-10,22,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2024-11,25,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2024-12,28,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-01,30,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-02,32,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-03,35,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-04,38,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-05,40,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-06,42,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-07,38,₹1000
m3n4o5p6-q7r8-9012-mnop-345678901234,Shure SM7B Microphone,2025-08,35,₹1000
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2024-09,25,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2024-10,35,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2024-11,42,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2024-12,48,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-01,40,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-02,45,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-03,20,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-04,15,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-05,12,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-06,10,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-07,8,₹3200
n4o5p6q7-r8s9-0123-nopq-456789012345,Photo Booth Inflatable,2025-08,6,₹3200
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2024-09,12,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2024-10,15,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2024-11,18,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2024-12,20,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-01,22,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-02,25,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-03,30,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-04,35,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-05,40,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-06,45,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-07,42,₹2000
o5p6q7r8-s9t0-1234-opqr-567890123456,Generator 5000W,2025-08,38,₹2000
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2024-09,28,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2024-10,40,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2024-11,45,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2024-12,50,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-01,42,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-02,48,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-03,25,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-04,20,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-05,18,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-06,15,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-07,12,₹600
p6q7r8s9-t0u1-2345-pqrs-678901234567,Folding Tables Set,2025-08,10,₹600
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2024-09,30,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2024-10,32,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2024-11,35,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2024-12,28,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-01,25,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-02,28,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-03,40,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-04,45,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-05,48,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-06,42,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-07,38,₹900
q7r8s9t0-u1v2-3456-qrst-789012345678,Circular Saw Professional,2025-08,35,₹900
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2024-09,15,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2024-10,18,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2024-11,22,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2024-12,25,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-01,20,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-02,22,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-03,28,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-04,32,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-05,35,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-06,38,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-07,32,₹7500
r8s9t0u1-v2w3-4567-rstu-890123456789,BMW X5 SUV,2025-08,28,₹7500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2024-09,8,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2024-10,35,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2024-11,42,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2024-12,45,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-01,30,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-02,25,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-03,12,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-04,8,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-05,6,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-06,5,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-07,4,₹1500
s9t0u1v2-w3x4-5678-stuv-901234567890,Fog Machine DMX,2025-08,3,₹1500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2024-09,12,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2024-10,25,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2024-11,40,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2024-12,48,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-01,45,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-02,50,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-03,25,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-04,18,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-05,15,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-06,12,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-07,8,₹2500
t0u1v2w3-x4y5-6789-tuvw-012345678901,Wedding Arch White,2025-08,6,₹2500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2024-09,25,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2024-10,28,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2024-11,30,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2024-12,32,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-01,28,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-02,30,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-03,35,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-04,42,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-05,45,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-06,40,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-07,38,₹500
u1v2w3x4-y5z6-7890-uvwx-123456789012,Extension Ladder 16ft,2025-08,35,₹500
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2024-09,20,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2024-10,35,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2024-11,40,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2024-12,48,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-01,35,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-02,25,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-03,15,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-04,12,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-05,10,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-06,8,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-07,6,₹1800
v2w3x4y5-z6a7-8901-vwxy-234567890123,Karaoke Machine Pro,2025-08,5,₹1800
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2024-09,15,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2024-10,18,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2024-11,20,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2024-12,16,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-01,12,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-02,15,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-03,25,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-04,35,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-05,42,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-06,45,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-07,40,₹1200
w3x4y5z6-a7b8-9012-wxyz-345678901234,GoPro Hero 11,2025-08,38,₹1200
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2024-09,20,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2024-10,22,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2024-11,25,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2024-12,20,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-01,18,₹1400
